,grade,male,preschool,expectBachelors,motherHS,motherWork,fatherHS,fatherWork,selfBornUS,motherBornUS,fatherBornUS,englishAtHome,computerForSchoolwork,read30MinsADay,minutesPerWeekEnglish,studentsInEnglish,schoolHasLibrary,publicSchool,urban,schoolSize,readingScore,American Indian/Alaska Native,Asian,Black,Hispanic,More than one race,Native Hawaiian/Other Pacific Islander,White
598,11,1,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,160.0,20.0,1.0,0,1,1212.0,675.94,0,0,1,0,0,0,0
600,11,1,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,180.0,23.0,1.0,0,1,1212.0,595.61,0,0,0,0,0,0,1
601,11,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,200.0,20.0,1.0,0,1,1212.0,581.74,0,0,0,0,0,0,1
602,11,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,160.0,20.0,1.0,0,1,1212.0,637.62,0,0,0,0,0,0,1
603,11,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,200.0,30.0,1.0,0,1,1212.0,615.49,0,0,0,0,1,0,0
604,10,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,200.0,20.0,1.0,0,1,1212.0,602.59,0,0,0,0,0,0,1
605,10,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,200.0,20.0,1.0,0,1,1212.0,510.39,0,0,0,0,0,0,1
606,10,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,160.0,20.0,1.0,0,1,1212.0,678.43,0,0,0,0,0,0,1
611,9,0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,400.0,26.0,1.0,1,0,1387.0,352.14,0,0,0,0,0,0,1
617,10,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,175.0,18.0,1.0,1,0,1387.0,541.84,0,0,0,0,1,0,0
622,9,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,215.0,20.0,1.0,1,1,1110.0,415.48,0,0,0,1,0,0,0
623,10,0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,225.0,23.0,1.0,1,1,1110.0,462.08,0,0,0,0,1,0,0
627,10,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,225.0,24.0,1.0,1,1,1110.0,387.41,0,0,0,1,0,0,0
630,10,1,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,225.0,13.0,1.0,1,1,1062.0,672.33,0,0,0,0,0,0,1
631,9,0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,225.0,20.0,1.0,1,1,1062.0,416.33,0,0,0,0,1,0,0
632,10,0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,240.0,20.0,1.0,1,1,1062.0,609.92,0,0,0,1,0,0,0
638,10,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,275.0,30.0,1.0,1,0,1692.0,501.34,0,0,0,0,0,0,1
639,11,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,275.0,24.0,1.0,1,0,1692.0,564.35,0,0,0,0,0,0,1
640,10,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,275.0,30.0,1.0,1,0,1692.0,477.21,0,0,0,0,0,0,1
641,10,0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,275.0,24.0,1.0,1,0,1692.0,526.43,0,0,0,0,1,0,0
643,11,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,275.0,40.0,1.0,1,0,1692.0,598.64,0,1,0,0,0,0,0
644,10,0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,250.0,30.0,1.0,1,0,1692.0,543.19,0,0,0,0,0,0,1
645,10,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,250.0,38.0,1.0,1,0,1692.0,588.24,0,0,0,0,0,0,1
647,10,1,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,250.0,30.0,1.0,1,0,1692.0,634.81,0,0,0,0,0,0,1
648,10,0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,275.0,28.0,0.0,1,0,1692.0,697.15,0,0,0,0,0,0,1
651,10,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,275.0,35.0,1.0,1,0,1692.0,514.56,0,0,0,0,0,0,1
657,9,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,180.0,35.0,1.0,0,1,570.0,433.92,0,0,0,1,0,0,0
658,10,0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,270.0,30.0,0.0,0,1,570.0,516.9,0,1,0,0,0,0,0
659,10,1,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,270.0,24.0,1.0,0,1,570.0,413.39,0,0,0,1,0,0,0
660,10,0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,180.0,25.0,1.0,0,1,570.0,542.79,0,0,0,1,0,0,0
661,10,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,270.0,30.0,1.0,0,1,570.0,548.83,0,0,0,1,0,0,0
662,10,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,180.0,20.0,1.0,0,1,570.0,488.78,0,0,0,1,0,0,0
663,10,0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,360.0,16.0,1.0,0,1,570.0,496.56,0,0,0,1,0,0,0
665,11,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,270.0,15.0,1.0,0,1,570.0,427.92,0,0,0,1,0,0,0
666,11,1,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,260.0,25.0,1.0,0,1,570.0,480.81,0,1,0,0,0,0,0
667,9,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,250.0,19.0,1.0,1,1,539.0,424.51,0,0,1,0,0,0,0
668,10,0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,275.0,20.0,1.0,1,1,539.0,471.14,0,0,1,0,0,0,0
672,11,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,275.0,15.0,1.0,1,1,539.0,463.9,0,0,0,1,0,0,0
673,10,1,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,250.0,20.0,1.0,1,1,539.0,499.41,0,0,0,1,0,0,0
677,10,1,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,180.0,15.0,1.0,1,0,389.0,496.45,0,0,0,1,0,0,0
678,10,0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,270.0,20.0,1.0,1,0,389.0,565.67,0,0,0,0,0,0,1
680,10,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,270.0,9.0,1.0,1,0,389.0,537.63,0,0,0,0,0,0,1
682,10,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,270.0,20.0,1.0,1,0,389.0,560.34,0,0,0,0,0,0,1
683,10,0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,180.0,14.0,1.0,1,0,389.0,379.55,0,0,0,0,0,0,1
684,10,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,270.0,20.0,1.0,1,0,389.0,533.02,0,0,0,0,0,0,1
686,10,0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,220.0,22.0,1.0,1,0,846.0,449.85,0,0,0,0,0,0,1
687,10,0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,200.0,20.0,1.0,1,0,846.0,522.54,0,0,0,0,0,0,1
690,11,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,200.0,23.0,1.0,1,0,846.0,393.92,0,0,0,0,0,0,1
692,10,0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,200.0,22.0,1.0,1,0,846.0,537.0,0,0,0,0,0,0,1
694,10,1,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,240.0,13.0,0.0,1,0,846.0,496.21,0,0,0,0,0,0,1
696,9,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,180.0,18.0,1.0,1,0,846.0,377.64,0,0,0,0,0,0,1
698,10,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,200.0,20.0,1.0,1,0,846.0,555.9,0,0,0,0,0,0,1
700,10,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,240.0,25.0,1.0,1,0,1411.0,497.09,0,0,0,0,0,0,1
704,9,0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,300.0,25.0,1.0,1,0,1411.0,477.42,0,0,0,0,1,0,0
708,10,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,300.0,20.0,1.0,1,0,1411.0,408.86,0,0,0,0,1,0,0
712,10,1,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,300.0,20.0,1.0,1,0,1411.0,515.53,0,0,1,0,0,0,0
714,10,0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,250.0,30.0,1.0,1,1,1763.0,546.61,0,0,0,1,0,0,0
715,10,1,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,255.0,30.0,1.0,1,1,1763.0,593.69,0,0,0,1,0,0,0
716,10,1,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,300.0,20.0,1.0,1,1,1763.0,524.58,0,0,0,1,0,0,0
718,10,0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,275.0,35.0,1.0,1,1,1763.0,454.14,0,0,0,1,0,0,0
719,10,1,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,250.0,40.0,1.0,1,1,1763.0,429.03,0,0,0,1,0,0,0
720,10,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,275.0,35.0,1.0,1,1,1763.0,528.43,0,1,0,0,0,0,0
721,11,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,275.0,30.0,1.0,1,1,1763.0,602.51,0,0,0,1,0,0,0
722,10,0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,275.0,40.0,1.0,1,1,1763.0,489.09,0,0,0,1,0,0,0
724,11,1,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,275.0,30.0,1.0,1,1,1763.0,574.53,0,0,0,1,0,0,0
725,10,1,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,120.0,20.0,1.0,1,1,1763.0,327.29,0,0,0,1,0,0,0
726,10,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,200.0,20.0,1.0,0,1,398.0,608.2,0,1,0,0,0,0,0
727,11,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200.0,27.0,1.0,0,1,398.0,467.09,0,0,0,0,0,0,1
729,11,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,200.0,25.0,1.0,0,1,398.0,435.12,0,0,0,1,0,0,0
730,11,1,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,200.0,25.0,1.0,0,1,398.0,531.56,0,1,0,0,0,0,0
731,10,1,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,280.0,36.0,1.0,0,1,398.0,342.85,0,0,0,1,0,0,0
732,11,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,200.0,30.0,1.0,0,1,398.0,303.24,0,0,0,1,0,0,0
733,11,0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,200.0,30.0,1.0,0,1,398.0,549.79,0,0,0,1,0,0,0
734,11,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,200.0,25.0,1.0,0,1,398.0,621.03,0,0,0,0,0,1,0
735,10,0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,200.0,25.0,1.0,0,1,398.0,482.82,0,0,0,0,0,0,1
736,10,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,200.0,30.0,1.0,0,1,398.0,465.5,0,0,0,0,1,0,0
737,10,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,200.0,21.0,1.0,0,1,398.0,392.23,0,0,1,0,0,0,0
739,10,0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,225.0,23.0,1.0,1,0,366.0,532.07,0,0,0,0,0,0,1
740,10,0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,225.0,19.0,1.0,1,0,366.0,359.69,0,0,0,0,0,0,1
741,10,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,250.0,24.0,1.0,1,0,366.0,509.83,0,0,0,0,0,0,1
742,10,1,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,225.0,30.0,1.0,1,0,366.0,560.9,0,0,0,0,0,0,1
745,10,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,225.0,15.0,1.0,1,0,366.0,454.6,0,0,0,0,0,0,1
746,10,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,250.0,20.0,1.0,1,0,366.0,682.03,0,0,0,0,0,0,1
747,10,0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,225.0,25.0,1.0,1,0,366.0,543.35,0,0,0,0,0,0,1
748,11,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,225.0,25.0,1.0,1,0,366.0,551.61,0,0,0,0,0,0,1
749,10,1,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,225.0,20.0,1.0,1,0,366.0,398.72,0,0,0,0,0,0,1
750,10,1,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,261.0,40.0,1.0,1,1,2966.0,555.21,0,0,0,1,0,0,0
752,10,1,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,270.0,30.0,1.0,1,1,2966.0,594.25,0,0,0,0,0,0,1
753,10,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,285.0,30.0,1.0,1,1,2966.0,603.65,0,0,0,0,0,0,1
754,10,0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,270.0,35.0,1.0,1,1,2966.0,673.79,0,0,0,0,0,0,1
756,10,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,360.0,30.0,1.0,1,1,2966.0,638.6,0,0,0,0,0,0,1
757,10,0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,180.0,25.0,1.0,1,1,2966.0,523.33,0,0,0,0,0,0,1
758,11,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,270.0,30.0,1.0,1,1,2966.0,457.73,0,0,0,0,0,0,1
760,10,0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,270.0,32.0,1.0,1,1,2966.0,625.81,0,0,0,0,0,0,1
761,11,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,270.0,30.0,1.0,1,1,2966.0,544.31,0,0,0,0,0,0,1
762,10,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,360.0,30.0,1.0,1,1,2966.0,540.06,0,0,0,1,0,0,0
763,10,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,270.0,35.0,1.0,1,1,2966.0,554.41,0,0,0,0,0,0,1
764,10,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,240.0,30.0,1.0,1,1,2966.0,658.7,0,0,0,0,0,0,1
765,10,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,270.0,30.0,1.0,1,1,2966.0,454.2,0,0,0,0,0,0,1
766,10,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,270.0,35.0,1.0,1,1,2966.0,573.41,0,0,0,0,0,0,1
768,10,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,240.0,36.0,1.0,1,0,1900.0,486.79,0,0,0,1,0,0,0
769,10,1,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,300.0,30.0,1.0,1,0,1900.0,470.79,0,0,0,1,0,0,0
771,10,1,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,270.0,20.0,1.0,1,0,1900.0,480.17,0,0,0,1,0,0,0
775,11,0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,135.0,20.0,1.0,1,0,1900.0,506.49,0,0,0,1,0,0,0
776,10,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,245.0,22.0,1.0,1,0,1828.0,511.42,0,0,0,1,0,0,0
777,10,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,235.0,30.0,1.0,1,0,1828.0,385.9,0,0,0,0,0,0,1
778,10,0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,225.0,35.0,1.0,1,0,1828.0,601.98,0,0,0,0,0,0,1
779,10,1,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,235.0,25.0,1.0,1,0,1828.0,652.53,0,0,0,0,0,0,1
780,10,1,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,235.0,25.0,1.0,1,0,1828.0,581.98,0,0,0,0,0,0,1
781,10,0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,235.0,25.0,1.0,1,0,1828.0,636.53,0,0,0,0,0,0,1
782,10,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,225.0,30.0,1.0,1,0,1828.0,581.42,0,0,0,0,0,0,1
796,10,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,250.0,20.0,1.0,1,0,754.0,475.59,0,0,0,0,0,0,1
798,10,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,280.0,17.0,1.0,1,0,754.0,415.72,0,0,0,1,0,0,0
799,11,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,250.0,30.0,1.0,1,0,754.0,605.55,0,0,0,0,0,0,1
806,10,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,250.0,30.0,1.0,1,1,1392.0,511.73,0,0,1,0,0,0,0
807,10,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,275.0,25.0,1.0,1,1,1392.0,419.32,0,0,1,0,0,0,0
808,11,1,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,250.0,26.0,1.0,1,1,1392.0,434.4,0,0,1,0,0,0,0
809,10,1,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,385.0,15.0,1.0,1,1,1392.0,251.21,0,0,1,0,0,0,0
813,9,0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,225.0,30.0,1.0,1,0,1250.0,405.76,0,0,0,0,0,0,1
814,9,1,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,235.0,30.0,1.0,1,0,1250.0,448.19,0,0,0,0,0,0,1
815,10,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,225.0,18.0,1.0,1,0,1250.0,445.88,0,0,0,0,0,0,1
816,10,0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,300.0,20.0,1.0,1,0,1250.0,339.35,0,0,0,0,0,0,1
817,10,0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,300.0,30.0,1.0,1,1,3164.0,450.25,0,0,0,0,0,1,0
818,9,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,250.0,30.0,1.0,1,1,3164.0,512.61,0,0,0,1,0,0,0
819,10,0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,250.0,30.0,1.0,1,1,3164.0,372.79,0,0,0,0,0,0,1
820,10,1,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,285.0,21.0,1.0,1,1,3164.0,351.66,0,0,0,0,0,0,1
821,10,0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,250.0,30.0,1.0,1,1,3164.0,476.38,0,1,0,0,0,0,0
822,10,1,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,250.0,40.0,1.0,1,1,3164.0,559.38,0,0,0,1,0,0,0
823,10,1,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,275.0,30.0,1.0,1,1,3164.0,401.69,0,0,0,0,0,0,1
824,11,1,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,330.0,30.0,1.0,1,1,3164.0,565.87,0,0,0,1,0,0,0
826,11,0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,275.0,29.0,1.0,1,1,3164.0,518.41,0,0,0,1,0,0,0
830,10,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,220.0,12.0,1.0,1,0,2098.0,422.52,0,0,0,1,0,0,0
831,10,0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,220.0,20.0,1.0,1,0,2098.0,675.3,0,0,0,0,0,0,1
833,10,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,215.0,20.0,1.0,1,0,2098.0,553.12,0,1,0,0,0,0,0
835,10,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,220.0,21.0,1.0,1,0,2098.0,547.27,0,0,0,0,0,0,1
837,10,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,220.0,16.0,1.0,1,0,2098.0,487.15,0,0,0,0,0,0,1
838,10,0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,225.0,25.0,1.0,1,0,2098.0,611.35,0,0,0,0,0,0,1
839,10,0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,220.0,20.0,1.0,1,0,2098.0,538.43,0,0,0,0,0,0,1
841,10,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,300.0,30.0,1.0,1,1,2255.0,490.76,0,0,0,0,0,0,1
844,10,0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,390.0,30.0,1.0,1,1,2255.0,377.88,1,0,0,0,0,0,0
845,10,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,300.0,25.0,1.0,1,1,2255.0,646.78,0,0,0,0,0,0,1
846,10,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,270.0,25.0,1.0,1,1,2255.0,457.79,0,0,0,0,0,0,1
847,10,1,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,300.0,32.0,1.0,1,1,2255.0,506.15,0,0,1,0,0,0,0
848,11,1,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,300.0,30.0,1.0,1,1,2255.0,347.74,0,0,0,0,1,0,0
849,10,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,300.0,30.0,1.0,1,1,2255.0,529.96,0,0,0,0,0,0,1
850,10,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,360.0,30.0,1.0,1,1,2255.0,515.07,0,0,1,0,0,0,0
852,10,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,300.0,40.0,1.0,1,1,2255.0,494.36,0,0,0,1,0,0,0
854,10,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,225.0,25.0,1.0,1,1,2162.0,585.11,0,0,0,0,1,0,0
855,10,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,275.0,20.0,1.0,1,1,2162.0,500.93,0,0,0,0,0,0,1
